"Country, Population, Year, GDP"
"['GRD', None, 'YR2023', None]"
"['GRD', 125438, 'YR2022', 1215379155.67282]"
"['GRD', 124610, 'YR2021', 1122800000]"
"['GRD', 123663, 'YR2020', 1043411111.11111]"
"['GRD', 122724, 'YR2019', 1213485185.18519]"
"['GRD', 121838, 'YR2018', 1166514814.81481]"
"['GRD', 120921, 'YR2017', 1125685185.18519]"
"['GRD', 119966, 'YR2016', 1061640740.74074]"
"['GRD', 118980, 'YR2015', 997007407.407407]"
"['GRD', 117972, 'YR2014', 911496296.296296]"
"['GRD', 116945, 'YR2013', 842618518.518518]"
"['GRD', 115912, 'YR2012', 799881481.481481]"
"['GRD', 114918, 'YR2011', 778655555.555555]"
"['GRD', 114039, 'YR2010', 771014814.814815]"
"['GUM', None, 'YR2023', None]"
"['GUM', 171774, 'YR2022', None]"
"['GUM', 170534, 'YR2021', 6123000000]"
"['GUM', 169231, 'YR2020', 5886000000]"
"['GUM', 168624, 'YR2019', 6366000000]"
"['GUM', 168678, 'YR2018', 6056000000]"
"['GUM', 168606, 'YR2017', 6013000000]"
"['GUM', 168346, 'YR2016', 5901000000]"
"['GUM', 167978, 'YR2015', 5799000000]"
"['GUM', 167543, 'YR2014', 5610000000]"
"['GUM', 167054, 'YR2013', 5399000000]"
"['GUM', 166392, 'YR2012', 5265000000]"
"['GUM', 165649, 'YR2011', 4984000000]"
"['GUM', 164905, 'YR2010', 4949000000]"
"['GTM', None, 'YR2023', None]"
"['GTM', 17357886, 'YR2022', 95003330315.8754]"
"['GTM', 17109746, 'YR2021', 86053083476.0294]"
"['GTM', 16858333, 'YR2020', 77715183063.2054]"
"['GTM', 16604026, 'YR2019', 77172317258.6478]"
"['GTM', 16346950, 'YR2018', 73328365862.4329]"
"['GTM', 16087418, 'YR2017', 71653754066.2763]"
"['GTM', 15827690, 'YR2016', 66053403469.0024]"
"['GTM', 15567419, 'YR2015', 62186064718.7424]"
"['GTM', 15306316, 'YR2014', 57852153058.502]"
"['GTM', 15043981, 'YR2013', 52996446269.442]"
"['GTM', 14781942, 'YR2012', 49593929487.1263]"
"['GTM', 14521515, 'YR2011', 46876006272.2387]"
"['GTM', 14259687, 'YR2010', 40676578423.4871]"
"['GNB', None, 'YR2023', None]"
"['GNB', 2105566, 'YR2022', 1633559092.08861]"
"['GNB', 2060721, 'YR2021', 1638517606.89496]"
"['GNB', 2015828, 'YR2020', 1431758231.68522]"
"['GNB', 1970457, 'YR2019', 1439638410.99683]"
"['GNB', 1924955, 'YR2018', 1504630233.68158]"
"['GNB', 1879826, 'YR2017', 1350177012.24273]"
"['GNB', 1834552, 'YR2016', 1179004911.26676]"
"['GNB', 1788919, 'YR2015', 1048229633.00189]"
"['GNB', 1743309, 'YR2014', 1054915581.35773]"
"['GNB', 1697753, 'YR2013', 1046087367.45447]"
"['GNB', 1652717, 'YR2012', 989271155.135142]"
"['GNB', 1609017, 'YR2011', 1099818591.95479]"
"['GNB', 1567220, 'YR2010', 849878489.118426]"
"['GIN', None, 'YR2023', None]"
"['GIN', 13859341, 'YR2022', 20999229260.4955]"
"['GIN', 13531906, 'YR2021', 16091817842.1318]"
"['GIN', 13205153, 'YR2020', 14177835841.3923]"
"['GIN', 12877539, 'YR2019', 13442861496.4128]"
"['GIN', 12554864, 'YR2018', 11857030367.2441]"
"['GIN', 12240789, 'YR2017', 10324668271.1032]"
"['GIN', 11930985, 'YR2016', 8595955600.36601]"
"['GIN', 11625998, 'YR2015', 8794202394.29076]"
"['GIN', 11333365, 'YR2014', 8778473643.31852]"
"['GIN', 11055430, 'YR2013', 8376613880.84932]"
"['GIN', 10788692, 'YR2012', 7638045226.04416]"
"['GIN', 10527712, 'YR2011', 6785137215.55736]"
"['GIN', 10270728, 'YR2010', 6853467832.49407]"
"['GUY', None, 'YR2023', None]"
"['GUY', 808726, 'YR2022', 14718388489.2086]"
"['GUY', 804567, 'YR2021', 8041362110.31175]"
"['GUY', 797202, 'YR2020', 5471256594.72422]"
"['GUY', 798753, 'YR2019', 5173760191.84652]"
"['GUY', 785514, 'YR2018', 4787637005.53562]"
"['GUY', 763252, 'YR2017', 4748174334.14044]"
"['GUY', 759087, 'YR2016', 4482697336.56174]"
"['GUY', 755031, 'YR2015', 4279840193.7046]"
"['GUY', 751115, 'YR2014', 4127660158.47257]"
"['GUY', 747420, 'YR2013', 4167800935.59876]"
"['GUY', 743966, 'YR2012', 4063088535.76331]"
"['GUY', 744230, 'YR2011', 3691384317.52178]"
"['GUY', 747932, 'YR2010', 3432912516.92427]"
"['HTI', None, 'YR2023', None]"
"['HTI', 11584996, 'YR2022', 20253551884.6055]"
"['HTI', 11447569, 'YR2021', 20877414952.6375]"
"['HTI', 11306801, 'YR2020', 14508222518.3018]"
"['HTI', 11160438, 'YR2019', 15016090929.5125]"
"['HTI', 11012421, 'YR2018', 16403864522.0538]"
"['HTI', 10863543, 'YR2017', 15093357143.2889]"
"['HTI', 10713849, 'YR2016', 14069277532.5199]"
"['HTI', 10563757, 'YR2015', 14849629407.8872]"
"['HTI', 10412740, 'YR2014', 15146883647.3239]"
"['HTI', 10261206, 'YR2013', 14902488489.1696]"
"['HTI', 10108539, 'YR2012', 13708925402.9447]"
"['HTI', 9954312, 'YR2011', 13008746038.8867]"
"['HTI', 9842880, 'YR2010', 11859312627.1744]"
"['HND', None, 'YR2023', None]"
"['HND', 10432860, 'YR2022', 31717699764.3621]"
"['HND', 10278345, 'YR2021', 28488721680.8502]"
"['HND', 10121763, 'YR2020', 23827859226.8834]"
"['HND', 9958829, 'YR2019', 25089937021.5418]"
"['HND', 9792850, 'YR2018', 24067750760.499]"
"['HND', 9626842, 'YR2017', 23136247990.5977]"
"['HND', 9460798, 'YR2016', 21717604952.1835]"
"['HND', 9294505, 'YR2015', 20979791685.416]"
"['HND', 9127846, 'YR2014', 19756533971.8698]"
"['HND', 8960657, 'YR2013', 18499729214.904]"
"['HND', 8792367, 'YR2012', 18528554397.5695]"
"['HND', 8622504, 'YR2011', 17710275685.4074]"
"['HND', 8450933, 'YR2010', 15839344591.9842]"
"['HUN', None, 'YR2023', None]"
"['HUN', 9643048, 'YR2022', 177337436677.365]"
"['HUN', 9709891, 'YR2021', 182090041757.269]"
"['HUN', 9750149, 'YR2020', 157227094449.074]"
"['HUN', 9771141, 'YR2019', 164020460331.659]"
"['HUN', 9775564, 'YR2018', 160565642983.587]"
"['HUN', 9787966, 'YR2017', 143112196040.326]"
"['HUN', 9814023, 'YR2016', 128609822750.039]"
"['HUN', 9843028, 'YR2015', 125174166987.372]"
"['HUN', 9866468, 'YR2014', 141033843265.669]"
"['HUN', 9893082, 'YR2013', 135684315697.713]"
"['HUN', 9920362, 'YR2012', 128814279315.132]"
"['HUN', 9971727, 'YR2011', 141942264554.475]"
"['HUN', 10000023, 'YR2010', 132175349953.713]"
"['ISL', None, 'YR2023', None]"
"['ISL', 382003, 'YR2022', 28064529851.3098]"
"['ISL', 372520, 'YR2021', 25595940169.5879]"
"['ISL', 366463, 'YR2020', 21565767851.144]"
"['ISL', 360563, 'YR2019', 24681343649.2952]"
"['ISL', 352721, 'YR2018', 26260850582.0687]"
"['ISL', 343400, 'YR2017', 24728285177.4603]"
"['ISL', 335439, 'YR2016', 20793168030.9524]"
"['ISL', 330815, 'YR2015', 17517210519.0912]"
"['ISL', 327386, 'YR2014', 17867662177.8911]"
"['ISL', 323764, 'YR2013', 16125060515.3117]"
"['ISL', 320716, 'YR2012', 14751508133.5443]"
"['ISL', 319014, 'YR2011', 15221622925.9319]"
"['ISL', 318041, 'YR2010', 13751161917.7398]"
"['IND', None, 'YR2023', None]"
"['IND', 1417173173, 'YR2022', 3416645826052.87]"
"['IND', 1407563842, 'YR2021', 3150306839142.13]"
"['IND', 1396387127, 'YR2020', 2671595405986.86]"
"['IND', 1383112050, 'YR2019', 2835606256616.03]"
"['IND', 1369003306, 'YR2018', 2702929641707.38]"
"['IND', 1354195680, 'YR2017', 2651474262735.28]"
"['IND', 1338636340, 'YR2016', 2294796885682.55]"
"['IND', 1322866505, 'YR2015', 2103588360066.32]"
"['IND', 1307246509, 'YR2014', 2039126479228.11]"
"['IND', 1291132063, 'YR2013', 1856721507681.08]"
"['IND', 1274487215, 'YR2012', 1827637590787.19]"
"['IND', 1257621191, 'YR2011', 1823051829900.81]"
"['IND', 1240613620, 'YR2010', 1675615519489.35]"
"['IDN', None, 'YR2023', None]"
"['IDN', 275501339, 'YR2022', 1319100220407.72]"
"['IDN', 273753191, 'YR2021', 1186505455736.54]"
"['IDN', 271857970, 'YR2020', 1059054842698.48]"
"['IDN', 269582878, 'YR2019', 1119099871350.2]"
"['IDN', 267066843, 'YR2018', 1042271532988.63]"
"['IDN', 264498852, 'YR2017', 1015618744159.73]"
"['IDN', 261850182, 'YR2016', 931877364037.698]"
"['IDN', 259091970, 'YR2015', 860854232686.214]"
"['IDN', 256229761, 'YR2014', 890814755533.537]"
"['IDN', 253275918, 'YR2013', 912524136718.018]"
"['IDN', 250222695, 'YR2012', 917869913332.649]"
"['IDN', 247099697, 'YR2011', 892969104563.171]"
"['IDN', 244016173, 'YR2010', 755094157621.936]"
"['IRN', None, 'YR2023', None]"
"['IRN', 88550570, 'YR2022', 413493207349.265]"
"['IRN', 87923432, 'YR2021', 359096907772.985]"
"['IRN', 87290193, 'YR2020', 239735486745.704]"
"['IRN', 86564202, 'YR2019', 283649531542.631]"
"['IRN', 85617562, 'YR2018', 329691934144.504]"
"['IRN', 84505076, 'YR2017', 486630147094.486]"
"['IRN', 83306231, 'YR2016', 457954614593.746]"
"['IRN', 81790841, 'YR2015', 408212917874.964]"
"['IRN', 79961672, 'YR2014', 460382791480.428]"
"['IRN', 78458928, 'YR2013', 492775566425.881]"
"['IRN', 77324451, 'YR2012', 644035512181.481]"
"['IRN', 76342971, 'YR2011', 626133112195.928]"
"['IRN', 75373855, 'YR2010', 486807616876.696]"
"['IRQ', None, 'YR2023', None]"
"['IRQ', 44496122, 'YR2022', 264182173793.103]"
"['IRQ', 43533592, 'YR2021', 207691599310.345]"
"['IRQ', 42556984, 'YR2020', 180924091442.953]"
"['IRQ', 41563520, 'YR2019', 233636097800.338]"
"['IRQ', 40590700, 'YR2018', 227367469034.031]"
"['IRQ', 39621162, 'YR2017', 187217660050.676]"
"['IRQ', 38697943, 'YR2016', 166602488747.885]"
"['IRQ', 37757813, 'YR2015', 166774104959.102]"
"['IRQ', 36746488, 'YR2014', 228415656174.957]"
"['IRQ', 35481800, 'YR2013', 234637675128.645]"
"['IRQ', 33864447, 'YR2012', 218002481737.691]"
"['IRQ', 32378061, 'YR2011', 185749664444.444]"
"['IRQ', 31264875, 'YR2010', 138516722649.573]"
"['IRL', None, 'YR2023', None]"
"['IRL', 5127170, 'YR2022', 533140011838.276]"
"['IRL', 5033164, 'YR2021', 513391778882.86]"
"['IRL', 4985382, 'YR2020', 428608687830.239]"
"['IRL', 4934340, 'YR2019', 398933010007.356]"
"['IRL', 4867316, 'YR2018', 386693357874.056]"
"['IRL', 4807388, 'YR2017', 337241811320.896]"
"['IRL', 4755335, 'YR2016', 298559265006.398]"
"['IRL', 4701957, 'YR2015', 292364226871.756]"
"['IRL', 4657740, 'YR2014', 259681883575.706]"
"['IRL', 4623816, 'YR2013', 238112475390.796]"
"['IRL', 4599533, 'YR2012', 225118718207.156]"
"['IRL', 4580084, 'YR2011', 239170638711.314]"
"['IRL', 4560155, 'YR2010', 221913560882.367]"
"['ISR', None, 'YR2023', None]"
"['ISR', 9557500, 'YR2022', 525002447652.773]"
"['ISR', 9371400, 'YR2021', 488526545878.891]"
"['ISR', 9215100, 'YR2020', 413267669231.522]"
"['ISR', 9054000, 'YR2019', 402470513619.148]"
"['ISR', 8882800, 'YR2018', 376691526553.276]"
"['ISR', 8713300, 'YR2017', 358245427458.541]"
"['ISR', 8546000, 'YR2016', 322102790386.835]"
"['ISR', 8380100, 'YR2015', 303414276832.04]"
"['ISR', 8215700, 'YR2014', 314330061977.263]"
"['ISR', 8059500, 'YR2013', 297732778479.129]"
"['ISR', 7910500, 'YR2012', 262282344091.849]"
"['ISR', 7765800, 'YR2011', 266791854430.897]"
"['ISR', 7623600, 'YR2010', 238364092298.023]"
"['ITA', None, 'YR2023', None]"
"['ITA', 58940425, 'YR2022', 2049737165407.98]"
"['ITA', 59133173, 'YR2021', 2155360298998.03]"
"['ITA', 59438851, 'YR2020', 1897461635591.91]"
"['ITA', 59729081, 'YR2019', 2011302198827.45]"
"['ITA', 60421760, 'YR2018', 2091932426266.98]"
"['ITA', 60536709, 'YR2017', 1961796197354.36]"
"['ITA', 60627498, 'YR2016', 1877071687633.78]"
"['ITA', 60730582, 'YR2015', 1836637711060.55]"
"['ITA', 60789140, 'YR2014', 2162009615996.54]"
"['ITA', 60233948, 'YR2013', 2141924094298.56]"
"['ITA', 59539717, 'YR2012', 2086957656821.6]"
"['ITA', 59379449, 'YR2011', 2294994296589.5]"
"['ITA', 59277417, 'YR2010', 2136099955236.67]"
"['JAM', None, 'YR2023', None]"
"['JAM', 2827377, 'YR2022', 17097760723.9201]"
"['JAM', 2827695, 'YR2021', 14657586127.0331]"
"['JAM', 2820436, 'YR2020', 13812421803.4084]"
"['JAM', 2813773, 'YR2019', 15830766570.7266]"
"['JAM', 2811835, 'YR2018', 15730792835.5811]"
"['JAM', 2808376, 'YR2017', 14808985171.3441]"
"['JAM', 2802695, 'YR2016', 14077096714.1279]"
"['JAM', 2794445, 'YR2015', 14188936958.4343]"
"['JAM', 2784543, 'YR2014', 13899217721.6818]"
"['JAM', 2773129, 'YR2013', 14264205152.6126]"
"['JAM', 2759817, 'YR2012', 14807086555.5283]"
"['JAM', 2746169, 'YR2011', 14444661522.1463]"
"['JAM', 2733896, 'YR2010', 13220549908.2494]"
"['JPN', None, 'YR2023', None]"
"['JPN', 125124989, 'YR2022', 4256410760723.75]"
"['JPN', 125681593, 'YR2021', 5034620784584.98]"
"['JPN', 126261000, 'YR2020', 5055587093501.59]"
"['JPN', 126633000, 'YR2019', 5117993853016.51]"
"['JPN', 126811000, 'YR2018', 5040880939324.86]"
"['JPN', 126972000, 'YR2017', 4930837369151.42]"
"['JPN', 127076000, 'YR2016', 5003677627544.24]"
"['JPN', 127141000, 'YR2015', 4444930651964.18]"
"['JPN', 127276000, 'YR2014', 4896994405353.29]"
"['JPN', 127445000, 'YR2013', 5212328181166.18]"
"['JPN', 127629000, 'YR2012', 6272362996105.03]"
"['JPN', 127833000, 'YR2011', 6233147172341.35]"
"['JPN', 128070000, 'YR2010', 5759071769013.11]"
"['JOR', None, 'YR2023', None]"
"['JOR', 11285869, 'YR2022', 48653381780.6397]"
"['JOR', 11148278, 'YR2021', 46296100140.8451]"
"['JOR', 10928721, 'YR2020', 43700383098.5916]"
"['JOR', 10698683, 'YR2019', 44502816901.4085]"
"['JOR', 10459865, 'YR2018', 43370860704.2254]"
"['JOR', 10215381, 'YR2017', 41608435915.493]"
"['JOR', 9964656, 'YR2016', 39892551126.7606]"
"['JOR', 9494246, 'YR2015', 38587017887.3239]"
"['JOR', 8658026, 'YR2014', 36847643521.1268]"
"['JOR', 7694814, 'YR2013', 34454440140.8451]"
"['JOR', 7211863, 'YR2012', 31634561690.1408]"
"['JOR', 7109980, 'YR2011', 29524149154.9296]"
"['JOR', 6931258, 'YR2010', 27133804225.3521]"
"['KAZ', None, 'YR2023', None]"
"['KAZ', 19621972, 'YR2022', 225496328925.494]"
"['KAZ', 19000988, 'YR2021', 197112255360.612]"
"['KAZ', 18755666, 'YR2020', 171082365861.423]"
"['KAZ', 18513673, 'YR2019', 181667184854.501]"
"['KAZ', 18276452, 'YR2018', 179339977690.485]"
"['KAZ', 18037776, 'YR2017', 166805788827.233]"
"['KAZ', 17794055, 'YR2016', 137278320084.171]"
"['KAZ', 17542806, 'YR2015', 184388404706.042]"
"['KAZ', 17288285, 'YR2014', 221415613595.469]"
"['KAZ', 17035551, 'YR2013', 236634603409.089]"
"['KAZ', 16792090, 'YR2012', 207998568865.789]"
"['KAZ', 16557202, 'YR2011', 192626464617.071]"
"['KAZ', 16321872, 'YR2010', 148047348240.643]"
"['KEN', None, 'YR2023', None]"
"['KEN', 54027487, 'YR2022', 113420008178.793]"
"['KEN', 53005614, 'YR2021', 109703658904.994]"
"['KEN', 51985780, 'YR2020', 100657505750.545]"
"['KEN', 50951450, 'YR2019', 100378436207.371]"
"['KEN', 49953304, 'YR2018', 92202979985.2863]"
"['KEN', 48948137, 'YR2017', 82036510877.2599]"
"['KEN', 47894670, 'YR2016', 74815144163.8931]"
"['KEN', 46851488, 'YR2015', 70120446896.8359]"
"['KEN', 45831863, 'YR2014', 68285796514.2896]"
"['KEN', 44792368, 'YR2013', 61671440407.8387]"
"['KEN', 43725806, 'YR2012', 56396704671.5777]"
"['KEN', 42635144, 'YR2011', 46869473150.61]"
"['KEN', 41517895, 'YR2010', 45405615063.7551]"
"['KIR', None, 'YR2023', None]"
"['KIR', 131232, 'YR2022', 223353014.294593]"
"['KIR', 128874, 'YR2021', 227610079.145208]"
"['KIR', 126463, 'YR2020', 177553274.584763]"
"['KIR', 124241, 'YR2019', 175181629.286475]"
"['KIR', 122261, 'YR2018', 196501525.688652]"
"['KIR', 120362, 'YR2017', 188540710.231323]"
"['KIR', 118513, 'YR2016', 178507954.868147]"
"['KIR', 116707, 'YR2015', 170292316.823055]"
"['KIR', 114985, 'YR2014', 177868200.039122]"
"['KIR', 113311, 'YR2013', 184543120.916973]"
"['KIR', 111618, 'YR2012', 189629954.825062]"
"['KIR', 109871, 'YR2011', 180672702.310454]"
"['KIR', 107995, 'YR2010', 155305602.21032]"
"['KOR', None, 'YR2023', None]"
"['KOR', 51628117, 'YR2022', 1673916469026.56]"
"['KOR', 51744876, 'YR2021', 1818432106880.04]"
"['KOR', 51836239, 'YR2020', 1644312831906.17]"
"['KOR', 51764822, 'YR2019', 1651422932447.77]"
"['KOR', 51585058, 'YR2018', 1725373496825.43]"
"['KOR', 51361911, 'YR2017', 1623074183501.9]"
"['KOR', 51217803, 'YR2016', 1499679823909.61]"
"['KOR', 51014947, 'YR2015', 1466038936206.43]"
"['KOR', 50746659, 'YR2014', 1484488526271.8]"
"['KOR', 50428893, 'YR2013', 1370632955321.2]"
"['KOR', 50199853, 'YR2012', 1278046536287.01]"
"['KOR', 49936638, 'YR2011', 1253289537500.81]"
"['KOR', 49554112, 'YR2010', 1143672241149.72]"
"['KWT', None, 'YR2023', None]"
"['KWT', 4268873, 'YR2022', 175363265306.122]"
"['KWT', 4250114, 'YR2021', 137384258875.558]"
"['KWT', 4360444, 'YR2020', 105948807280.731]"
"['KWT', 4441100, 'YR2019', 136191825724.364]"
"['KWT', 4317185, 'YR2018', 138202535799.918]"
"['KWT', 4124904, 'YR2017', 120687539805.505]"
"['KWT', 4048085, 'YR2016', 109406328917.014]"
"['KWT', 3908743, 'YR2015', 114585576961.43]"
"['KWT', 3761584, 'YR2014', 162650272167.89]"
"['KWT', 3646518, 'YR2013', 174167897908.593]"
"['KWT', 3394663, 'YR2012', 174047996684.957]"
"['KWT', 3143825, 'YR2011', 154079839408.071]"
"['KWT', 2943356, 'YR2010', 115416580893]"
"['KGZ', None, 'YR2023', None]"
"['KGZ', 6974900, 'YR2022', 11543966558.842]"
"['KGZ', 6773400, 'YR2021', 9249133946.26531]"
"['KGZ', 6579900, 'YR2020', 8270468614.24051]"
"['KGZ', 6456200, 'YR2019', 9371275264.36735]"
"['KGZ', 6322800, 'YR2018', 8271106235.41552]"
"['KGZ', 6198200, 'YR2017', 7702938379.42036]"
"['KGZ', 6079500, 'YR2016', 6813095379.1187]"
"['KGZ', 5956900, 'YR2015', 6678177511.66313]"
"['KGZ', 5835500, 'YR2014', 7468102412.68237]"
"['KGZ', 5719600, 'YR2013', 7335033800.59056]"
"['KGZ', 5607200, 'YR2012', 6605142884.36215]"
"['KGZ', 5514600, 'YR2011', 6197765984.28468]"
"['KGZ', 5447900, 'YR2010', 4794361863.01353]"
"['LAO', None, 'YR2023', None]"
"['LAO', 7529475, 'YR2022', 15468785203.7532]"
"['LAO', 7425057, 'YR2021', 18827148528.9934]"
"['LAO', 7319399, 'YR2020', 18981800705.0794]"
"['LAO', 7212053, 'YR2019', 18740559554.1632]"
"['LAO', 7105006, 'YR2018', 18141651381.3884]"
"['LAO', 6997917, 'YR2017', 17071162084.4067]"
"['LAO', 6891363, 'YR2016', 15912495368.8717]"
"['LAO', 6787419, 'YR2015', 14426381187.0894]"
"['LAO', 6691454, 'YR2014', 13279248478.6917]"
"['LAO', 6600742, 'YR2013', 11983252626.5452]"
"['LAO', 6508803, 'YR2012', 10192848926.2582]"
"['LAO', 6416327, 'YR2011', 8750107401.55382]"
"['LAO', 6323418, 'YR2010', 7131773632.68946]"
"['LVA', None, 'YR2023', None]"
"['LVA', 1879383, 'YR2022', 40932030049.5644]"
"['LVA', 1884490, 'YR2021', 39443126174.4335]"
"['LVA', 1900449, 'YR2020', 34390910338.9604]"
"['LVA', 1913822, 'YR2019', 34225547537.0745]"
"['LVA', 1927174, 'YR2018', 34429023435.0211]"
"['LVA', 1942248, 'YR2017', 30483806017.8318]"
"['LVA', 1959537, 'YR2016', 28083597512.4841]"
"['LVA', 1977527, 'YR2015', 27263090547.0617]"
"['LVA', 1993782, 'YR2014', 31386896487.0407]"
"['LVA', 2012647, 'YR2013', 30204783461.8488]"
"['LVA', 2034319, 'YR2012', 28169902669.3784]"
"['LVA', 2059709, 'YR2011', 27474380566.265]"
"['LVA', 2097555, 'YR2010', 23956163076.5575]"
"['LBN', None, 'YR2023', None]"
"['LBN', 5489739, 'YR2022', None]"
"['LBN', 5592631, 'YR2021', 23131941556.7843]"
"['LBN', 5662923, 'YR2020', 31712128253.7961]"
"['LBN', 5781907, 'YR2019', 51605959131.2741]"
"['LBN', 5950839, 'YR2018', 54901519155.5556]"
"['LBN', 6109252, 'YR2017', 53027680685.9038]"
"['LBN', 6258619, 'YR2016', 51147308774.1294]"
"['LBN', 6398940, 'YR2015', 49929337836.8159]"
"['LBN', 6274342, 'YR2014', 48095213746.6003]"
"['LBN', 5678851, 'YR2013', 46880103080.597]"
"['LBN', 5178337, 'YR2012', 44016799515.7546]"
"['LBN', 5045056, 'YR2011', 39927125961.5257]"
"['LBN', 4995800, 'YR2010', 38443907042.1227]"
"['LSO', None, 'YR2023', None]"
"['LSO', 2305825, 'YR2022', 2236502124.16956]"
"['LSO', 2281454, 'YR2021', 2348771013.21241]"
"['LSO', 2254100, 'YR2020', 2067813018.99465]"
"['LSO', 2225702, 'YR2019', 2361966946.29803]"
"['LSO', 2198017, 'YR2018', 2556247291.99785]"
"['LSO', 2170617, 'YR2017', 2306185472.14868]"
"['LSO', 2143872, 'YR2016', 2131522791.45927]"
"['LSO', 2118521, 'YR2015', 2359686724.53829]"
"['LSO', 2095242, 'YR2014', 2441063054.05792]"
"['LSO', 2073939, 'YR2013', 2367112931.642]"
"['LSO', 2054718, 'YR2012', 2477702216.26888]"
"['LSO', 2037677, 'YR2011', 2579409619.96722]"
"['LSO', 2022747, 'YR2010', 2234754241.91918]"
"['LBR', None, 'YR2023', None]"
"['LBR', 5302681, 'YR2022', 4001046970]"
"['LBR', 5193416, 'YR2021', 3509000000]"
"['LBR', 5087584, 'YR2020', 3039982500]"
"['LBR', 4985289, 'YR2019', 3319596500]"
"['LBR', 4889391, 'YR2018', 3422754800]"
"['LBR', 4796631, 'YR2017', 3390703400]"
"['LBR', 4706097, 'YR2016', 3398419600]"
"['LBR', 4612329, 'YR2015', 3227075700]"
"['LBR', 4519398, 'YR2014', 3225652000]"
"['LBR', 4427313, 'YR2013', 3177198100]"
"['LBR', 4331740, 'YR2012', 2791614000]"
"['LBR', 4181150, 'YR2011', 2398000000]"
"['LBR', 4019956, 'YR2010', 1998000000]"
"['LBY', None, 'YR2023', None]"
"['LBY', 6812341, 'YR2022', 45752336035.9846]"
"['LBY', 6735277, 'YR2021', 39798423941.0335]"
"['LBY', 6653942, 'YR2020', 46808208746.0839]"
"['LBY', 6569088, 'YR2019', 69254143966.8182]"
"['LBY', 6477793, 'YR2018', 76686048497.4801]"
"['LBY', 6378261, 'YR2017', 67157451661.405]"
"['LBY', 6282196, 'YR2016', 49912085228.2887]"
"['LBY', 6192235, 'YR2015', 48717506273.4399]"
"['LBY', 6097764, 'YR2014', 57372352561.9874]"
"['LBY', 5985221, 'YR2013', 75351117629.3591]"
"['LBY', 5869870, 'YR2012', 92540964666.6463]"
"['LBY', 6188132, 'YR2011', 48169243832.0503]"
"['LBY', 6491988, 'YR2010', 75380800665.2029]"
"['LTU', None, 'YR2023', None]"
"['LTU', 2831639, 'YR2022', 70974490450.4944]"
"['LTU', 2800839, 'YR2021', 66798933785.7702]"
"['LTU', 2794885, 'YR2020', 56964942999.3651]"
"['LTU', 2794137, 'YR2019', 54808531641.4117]"
"['LTU', 2801543, 'YR2018', 53751411409.4447]"
"['LTU', 2828403, 'YR2017', 47758736931.7801]"
"['LTU', 2868231, 'YR2016', 43047309305.7363]"
"['LTU', 2904910, 'YR2015', 41435533340.3883]"
"['LTU', 2932367, 'YR2014', 48533659592.1728]"
"['LTU', 2957689, 'YR2013', 46523420074.4372]"
"['LTU', 2987773, 'YR2012', 42927454291.478]"
"['LTU', 3028115, 'YR2011', 43535051482.3869]"
"['LTU', 3097282, 'YR2010', 37128694028.243]"
"['LUX', None, 'YR2023', None]"
"['LUX', 653103, 'YR2022', 81641807865.7591]"
"['LUX', 640064, 'YR2021', 85584105993.8746]"
"['LUX', 630419, 'YR2020', 73699366700.2134]"
"['LUX', 620001, 'YR2019', 69890505323.5842]"
"['LUX', 607950, 'YR2018', 71000359760.4611]"
"['LUX', 596336, 'YR2017', 65712180342.9836]"
"['LUX', 582014, 'YR2016', 62216885435.9488]"
"['LUX', 569604, 'YR2015', 60071584216.1375]"
"['LUX', 556319, 'YR2014', 68804811897.6445]"
"['LUX', 543360, 'YR2013', 65203276466.9763]"
"['LUX', 530946, 'YR2012', 59776383527.3602]"
"['LUX', 518347, 'YR2011', 61696281326.2453]"
"['LUX', 506953, 'YR2010', 56213985987.4168]"
"['MKD', None, 'YR2023', None]"
"['MKD', 2057679, 'YR2022', 13563132102.1663]"
"['MKD', 2065092, 'YR2021', 13998355971.3044]"
"['MKD', 2072531, 'YR2020', 12363580534.6811]"
"['MKD', 2076694, 'YR2019', 12606338448.547]"
"['MKD', 2076217, 'YR2018', 12683068114.2388]"
"['MKD', 2074502, 'YR2017', 11307067069.6658]"
"['MKD', 2072490, 'YR2016', 10672467073.2873]"
"['MKD', 2070226, 'YR2015', 10064519962.5655]"
"['MKD', 2067471, 'YR2014', 11362265252.778]"
"['MKD', 2064032, 'YR2013', 10817702346.0674]"
"['MKD', 2061044, 'YR2012', 9745261300.57788]"
"['MKD', 2058539, 'YR2011', 10494626767.6445]"
"['MKD', 2055004, 'YR2010', 9407170321.37752]"
"['MDG', None, 'YR2023', None]"
"['MDG', 29611714, 'YR2022', 15297192798.9771]"
"['MDG', 28915653, 'YR2021', 14554754116.5427]"
"['MDG', 28225177, 'YR2020', 13051441203.9474]"
"['MDG', 27533134, 'YR2019', 14104664678.5063]"
"['MDG', 26846541, 'YR2018', 13760033282.2925]"
"['MDG', 26169542, 'YR2017', 13176313593.5509]"
"['MDG', 25501941, 'YR2016', 11848613858.442]"
"['MDG', 24850912, 'YR2015', 11323020701.3017]"
"['MDG', 24215976, 'YR2014', 12522957399.2281]"
"['MDG', 23588073, 'YR2013', 12423555455.3853]"
"['MDG', 22966240, 'YR2012', 11578975061.9479]"
"['MDG', 22348158, 'YR2011', 11551819617.874]"
"['MDG', 21731053, 'YR2010', 9982711338.07029]"
